City,Address,Latitude,Longitude,List Price,Close Price,Price Per Sqft,Sqft,DOM,Close Date,Bathrooms,Bedrooms,Subdivision Name,MLS Major Area,List Agent,Buy Agent,List Office Name,Buyer Office Name
Newport Beach,1957 Port Dunleigh,33.620265,-117.854475,3345000,3150000,875,3600,13,01-23-2019,4,4,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Rob Montgomery,Ryan Doxey,Arbor Real Estate,Nook Real Estate
Dana Point,33512 Ironsides,33.476,-117.684216,925000,880000,380,2316,76,01-23-2019,2,4,Out Of Area,,Matt Berman,Justin Green,Berman Estates,Harcourts Prime Properties
Laguna Niguel,25451 Via De Anza,33.533418,-117.68588,805000,800000,460,1739,84,01-23-2019,2,4,Niguel Hills (NH),LNSEA - Sea Country,Zen Ziejewski,Wayne Chang,Keller Williams Realty,Keller Williams Realty
Dana Point,33761 Windlass,33.472722,-117.709909,2200000,2035000,1031,1974,20,01-24-2019,2,3,Broadmoor Homes (NSB),MB - Monarch Beach,Steve Celotto,Steve Celotto,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Laguna Niguel,29862 Running Deer,33.529548,-117.719765,958000,942500,349,2701,70,01-24-2019,2,4,Niguel Woods (NW),LNSMT - Summit,Timaree Zauner,Wayne Chang,Coldwell Banker Res. Brokerage,Keller Williams Realty
Laguna Niguel,26 Vistamar,33.51066,-117.681592,939000,880000,345,2551,53,01-24-2019,3,4,Westerlies (LHW),LNSLT - Salt Creek,Brian Thomas,Pryor Summers,Surterre Properties,Surterre Properties Inc
Newport Beach,20291 Estuary,33.662196,-117.884928,889900,860000,469,1834,67,01-24-2019,3,3,Other (OTHR),N7 - West Bay - Santa Ana Heights,Matthew Hopkins,Ryan Sokolowski,Citivest Inc,Compass
San Juan Capistrano,25772 Calle Ricardo,33.497043,-117.680574,859000,832500,322,2585,90,01-24-2019,2,4,Sun Ranch (SA),DO - Del Obispo,Roger Nestie,Suzanne Hetos,First Team Real Estate,"Big Block Realty, Inc"
Laguna Niguel,25192 Nueva Vista,33.538562,-117.690118,839000,830000,478,1736,32,01-24-2019,2,4,Niguel Hills (NH),LNSEA - Sea Country,Judy Whitelock,GREG MCGHGHY,RE/MAX Select One,CENTURY 21 ADAMS & BARNES
Laguna Niguel,24872 Barclay,33.528354,-117.696063,830000,780000,389,2005,142,01-24-2019,2,3,Vista Mar (NRV),LNSEA - Sea Country,MISAGH KASHEFI,Nahid Subat,First Team Estates,First Team Real Estate
Laguna Niguel,31381 Paseo Del Sol,33.507645,-117.729134,785000,750000,454,1652,52,01-24-2019,3,3,Villa Pacifica (VP),LNSMT - Summit,Susan Latini-Powell,Kelly LeClair,Intero Real Estate Services,Pacific Sotheby's Int'l Realty
San Clemente,8 Corte Ladino,33.460762,-117.577064,749000,745000,425,1753,219,01-24-2019,2,2,Wavecrest (WAVE),TL - Talega,Brandi Brotherton,David Gibbs,Berkshire Hathaway Home Service,Tierra Verde Real Estate
Laguna Niguel,24226 Davida,33.557544,-117.706944,699500,679000,386,1759,59,01-24-2019,2,3,Village Niguel Vistas I (VNV),LNLAK - Lake Area,Dave Munday,Charles Aufhammer,First Team Real Estate,Berkshire Hathaway HomeServices
Newport Beach,707 Bellis,33.636931,-117.875274,2938000,2850000,1140,2500,57,01-25-2019,3,4,Eastbluff - Lusk (EBLK),NV - East Bluff - Harbor View,Gregory Lombardi,Brennan Rose,Compass,Harcourts Prime Properties
Newport Beach,1230 Essex,33.627119,-117.899797,2799000,2625000,662,3965,43,01-25-2019,3,5,Baycrest (BC),N7 - West Bay - Santa Ana Heights,Jon Dishon,Brett Preston,Arbor Real Estate,BP Realty & Lending
Laguna Beach,2807 Alta Laguna,33.543379,-117.753967,2395000,2100000,692,3035,70,01-25-2019,4,4,Top Of The World (TOW),LV - Laguna Village,Andrea Ballesteros,Meital Taub,Coldwell Banker Res Brokerage,First Team Estates
Corona del Mar,2525 Ocean,33.597911,-117.879351,2100000,2050000,1805,1136,7,01-25-2019,2,2,Channel Reef (CREF),CS - Corona Del Mar - Spyglass,Sue Young,Ilene Wallach,Villa Real Estate,Surterre Properties Inc.
Newport Coast,39 Avignon,33.61229,-117.840551,1895500,1880000,766,2454,46,01-25-2019,3,4,Montserrat (NRMN),N26 - Newport Coast,Karan Masters,Amit Manchanda,Pacific Sotheby's Int'l Realty,Keller Williams Realty
Newport Beach,1707 Port Barmouth,33.623462,-117.859749,1849000,1700000,698,2436,208,01-25-2019,3,5,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Katie Rollins,Jim Kline,Surterre Properties,Surterre Properties Inc.
Newport Beach,455 Vista Grande,33.639962,-117.881402,1150000,1025000,662,1548,27,01-25-2019,2,3,Bluffs Original (BORI),NV - East Bluff - Harbor View,Noemi Romero,James Nourse,Seven Gables Real Estate,Pacific Sotheby's Int'l Realty
San Clemente,324 Camino San Clemente,33.440922,-117.641328,754000,737000,612,1204,191,01-25-2019,2,2,Colony Cove (CC),SN - San Clemente North,Marilyn Hargleroad,Laura Koneval,Coldwell Banker Beachside,Pacific Sotheby's Int'l Realty
Laguna Niguel,24572 Mando,33.558172,-117.702787,749900,735000,478,1538,131,01-25-2019,2,3,Village Niguel Homes I (VNM),LNLAK - Lake Area,Rob Sewell,Sheri Rathor,Coldwell Banker Res. Brokerage,Realty One Group Inc
Newport Beach,34 Old Course,33.633831,-117.866128,3999999,3900000,760,5132,133,01-28-2019,5,4,Providence (OFPV),NV - East Bluff - Harbor View,Shana Spitzer,Brad Hinman,Villa Real Estate,Compass
Laguna Niguel,14 Alta Hills,33.501083,-117.694274,3795000,3800000,473,8034,75,01-28-2019,7,6,Ocean Ranch ~ Custom (BBC),LNSLT - Salt Creek,Lori McGuire,Ben Tarter,RE/MAX Select One,"Luxre Realty, Inc."
Newport Coast,7 Torrey Pine,33.603511,-117.830676,3599999,3200000,842,3800,120,01-28-2019,3,3,Santa Lucia (NCSL),N26 - Newport Coast,Cynthia Klanian,Marcy Weinstein,Realty Network,Surterre Properties Inc.
Corona del Mar,1456 Key View,33.6043,-117.856013,1999000,3200000,848,3774,49,01-28-2019,6,4,Harbor View Hills 2 (HAV2),CS - Corona Del Mar - Spyglass,Greg Babakhanian,Ian Brighting,Harcourts Signature Properties,Coldwell Banker Res. Brokerage
Newport Beach,9 Cape Woodbury,33.62368,-117.903353,2849000,2800000,695,4029,31,01-28-2019,4,4,Castaways (CAST),N7 - West Bay - Santa Ana Heights,Laurie Eastman,John Cain,Surterre Properties,Pacific Sotheby's Int'l Realty
Dana Point,32742 Rachel,33.487309,-117.702547,985000,980000,419,2339,14,01-28-2019,2,4,The Landing (LG),DH - Dana Hills,Andrea Ballesteros,Bekir Besen,Coldwell Banker Res Brokerage,Pacific Star Real Estate
Dana Point,34596 Via Catalina,33.460653,-117.671146,750000,665000,770,864,131,01-28-2019,1,2,Palisades (PS),CB - Capistrano Beach,Steve Rohner,Katie Maresca,Lifestyle Homes,Re/Max Property Connection
Laguna Beach,1385 Skyline,33.548972,-117.773962,2445000,2225000,837,2658,152,01-29-2019,2,3,Mystic Hills (MH),LV - Laguna Village,Alison McCormick,Misagh Kashefi,"Douglas Elliman Of California,",First Team Estates
Laguna Niguel,24301 Cascades,33.518273,-117.705742,1100000,1050000,337,3116,156,01-29-2019,3,4,El Niguel Greens (ENG),LNSLT - Salt Creek,Gilda Duhs,ERIC ECKSTROM,Coldwell Banker Res Brokerage,WSR REAL ESTATE
Laguna Niguel,15 Villamoura,33.52564,-117.691891,770000,750000,481,1559,87,01-29-2019,2,3,Monaco I (Niguel East) (MHM),LNSEA - Sea Country,Lisa Hungerford,Kimberly Talbert,First Team Real Estste,Keller Williams Realty
Corona del Mar,1536 Dolphin,33.608279,-117.884128,4995000,4900000,1096,4471,41,01-30-2019,4,4,Irvine Terrace (IRVT),CS - Corona Del Mar - Spyglass,Casey Lesher,Casey Lesher,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Corona del Mar,304 Jasmine,33.596013,-117.873473,3250000,3000000,1436,2089,1,01-30-2019,4,5,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Clay Jorth,Adam Warnick,Seven Gables Real Estate,Keller Williams Realty Newport
Newport Beach,116 Via Genoa,33.612764,-117.920704,2425000,2365000,1278,1851,4,01-30-2019,2,3,Lido Island (LIDO),N8 - West Newport - Lido,Leslie Thompson,Juli Ackerman,Compass,Villa Real Estate
Laguna Beach,657 Buena Vista,33.542485,-117.771452,2295000,2140000,801,2672,24,01-30-2019,3,3,Temple Hills (TH),LV - Laguna Village,Michael Johnson,Michael Johnson,Compass,Compass
Corona del Mar,409 De Sola,33.596003,-117.862721,10999000,9750000,1393,6999,436,01-31-2019,6,5,Corona Highlands (CORH),CS - Corona Del Mar - Spyglass,Pablo Rener,Paul Daftarian,First Team Estates,Luxe Real Estate
San Clemente,4027 Calle Lisa,33.393674,-117.596122,2395000,2275000,654,3479,140,01-31-2019,3,4,Cyprus Shore (CS),SW - San Clemente Southwest,Gary Ward,Thomas Shahinian,Century 21 Award,First Team Real Estate
Laguna Beach,450 Shadow,33.533059,-117.772612,1799000,1600000,1178,1358,26,01-31-2019,2,3,The Village (VIL),LV - Laguna Village,Patrick Knapp,Ken Hanzlik,Coldwell Banker Platinum Prope,Berkshire Hathaway HomeServices
San Clemente,2236 Avenida Salvador,33.416629,-117.597412,1395000,1325000,738,1795,6,01-31-2019,2,3,Other (OTHR),SE - San Clemente Southeast,Doug Echelberger,Sheri Sabrdaran,Pacific Sotheby's Int'l Realty,"Zutila, Inc"
Dana Point,3 Terraza Del Mar,33.488925,-117.692706,1395000,1250000,394,3173,106,01-31-2019,3,4,Terraza Del Mar (TDM),DH - Dana Hills,Dale Babb,Ellen Zacher,Regency Real Estate Brokers,Weichert Realtors-Orange Coast
Newport Beach,309 Anade,33.604869,-117.905816,1450000,1200000,1000,1200,52,01-31-2019,2,3,Balboa Peninsula (Residential) (BALP),NP - Balboa Peninsula,Alison McCormick,Alison McCormick,"Douglas Elliman Of California,","Douglas Elliman Of California,"
San Clemente,926 Avenida Presidio,33.4396,-117.607866,1214000,1190000,595,2000,24,01-31-2019,2,4,Rancho Margarita (RM),SC - San Clemente Central,Sherry Wild,Sherry Wild,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Dana Point,11 Marquesa,33.486195,-117.709507,1250000,1150000,584,1969,77,01-31-2019,2,3,Marquesa (MBM),MB - Monarch Beach,Rita Nusz,Kathryn Samuel,Keller Williams Realty Newport,First Team Estates
San Clemente,3925 Calle Mayo,33.465071,-117.658372,1149000,1095000,640,1711,27,01-31-2019,2,3,Harbor Estates (HE),SN - San Clemente North,Katie Maresca,Stephany Panlilio,Re/Max Property Connection,ten21 Properties
San Juan Capistrano,31211 Paseo Amapola,33.509607,-117.666081,1399999,1057000,447,2365,96,01-31-2019,3,4,Mission Village - MA,MA - Mission Area,Emmett Dalton,MEMBER NON,Dalton Real Estate,Southland Regional Association of REALTORS
San Clemente,246 Calle Cuervo,33.418091,-117.591791,749000,807500,631,1280,14,01-31-2019,2,2,President Heights II (PT),SE - San Clemente Southeast,Don Atkinson,Janet Hibdon,First Team Real Estate,First Team Real Estate
Dana Point,34041 El Contento,33.468512,-117.691481,799000,790000,836,945,34,01-31-2019,2,2,Other (OTHR),LT - Lantern Village,Ellen Moscovitz,Denine Kerns,Century 21 Award,"Douglas Elliman Of California,"
Laguna Niguel,28396 Las Arubas,33.550559,-117.694756,714900,715000,424,1686,11,01-31-2019,2,4,Tampico (RN) (RNO),LNLAK - Lake Area,Eric Hudes,Margo Yegsigian,Keller Williams Realty,"HomeSmart, Evergreen Realty"
San Clemente,230 Canada,33.426779,-117.62437,699000,701000,811,864,21,01-31-2019,1,2,Other (OTHR),SC - San Clemente Central,Mike McKibben,Gary Ward,Villa Real Estate,Century 21 Award
Newport Beach,1508 Balboa,33.599234,-117.890129,3549000,3100000,979,3166,29,02-01-2019,1,4,Balboa Peninsula Point (BLPP),NP - Balboa Peninsula,Kimberly Bibb,Jacqueline Thompson,Villa Real Estate,Surterre Properties Inc.
Laguna Beach,1545 Morningside,33.540201,-117.76193,2350000,2300000,687,3348,52,02-01-2019,1,5,The Village (VIL),LV - Laguna Village,Michael Johnson,Nicolai Glazer,Compass,Pacific Sotheby's Int'l Realty
Dana Point,33062 Daniel Dr,33.482678,-117.698299,1100000,1100000,447,2461,6,02-01-2019,2,4,Dana Crest (DC),DH - Dana Hills,Ross Helmick,Christe Roknich,Realty One Group Inc,First Team Real Estate
Laguna Niguel,25 Byron Close,33.501382,-117.703079,899000,895000,443,2020,11,02-01-2019,2,3,Beacon Hill Highlands (BHH),LNSLT - Salt Creek,Sari Ward,Sandra Clawson,Bennion Deville Homes,Realty Benefit
San Clemente,370 Calle Guaymas,33.453061,-117.654536,730000,715000,408,1752,52,02-01-2019,2,4,Mira Costa Villas (MC),SN - San Clemente North,Dina Burlage,Katrina Jauregui,First Team Real Estate,Redfin
Dana Point,23652 Sidney Bay,33.473275,-117.716313,1789000,1690000,1019,1658,112,02-04-2019,2,2,Gardens (Ocean side of PCH) (NSO),MB - Monarch Beach,Beau Beardslee,Renata Fallon,First Team Real Estate,RE/MAX College Park Realty
Laguna Beach,850 Acapulco,33.527763,-117.756245,1395000,1355000,662,2047,61,02-04-2019,2,3,Arch Beach Heights (ABH),LV - Laguna Village,John Stanaland,Heidi Cleveland,Villa Real Estate,Surterre Properties
San Clemente,707 Calle Monserrat,33.432586,-117.598973,1075000,1058000,516,2050,0,02-04-2019,2,3,Misty Ridge (MR),SC - San Clemente Central,Ryan Schramm,Dave Fratello,Creatus Properties,Confidential Realty
Laguna Niguel,16 Novilla,33.522194,-117.698111,920000,920000,465,1978,1,02-04-2019,2,3,Bel Fiore (MHB),LNSEA - Sea Country,Linda Battisti,Candice Blair,Re/Max Property Connection,Coldwell Banker Res. Brokerage
Laguna Niguel,28222 Rancho Azul,33.552929,-117.689424,885000,885000,355,2493,20,02-04-2019,3,4,Mandevilla (RN) (RNM),LNLAK - Lake Area,Ashley Giovinazzo,Steve Faghih,Bennion Deville Homes,Keller Williams Realty
San Juan Capistrano,27121 Via Chiquero,33.491457,-117.656672,649900,649900,387,1679,20,02-04-2019,2,3,San Juan Hills East (HE),OR - Ortega/Orange County,Debbie Maronto,Debbie Maronto,Pacific PlatinumPropertiesInc,Pacific PlatinumPropertiesInc
San Juan Capistrano,30732 Paseo Elegancia,33.517231,-117.651487,2418888,2300000,411,5596,74,02-05-2019,5,5,Marbella Estates Custom (MBC),JN - San Juan North,Suraya Aref,Mohammad Noorzay,"HomeSmart, Evergreen Realty",Berkshire Hathaway HomeServices
San Juan Capistrano,33831 Avenida Calita,33.471451,-117.659528,995000,950000,404,2351,86,02-05-2019,1,3,Viewpointe (VP),JS - San Juan South,Kathy Divel,Roy Schenkenberger,Realty One Group Inc,First Team Estates
Laguna Niguel,28681 Rancho Del Sol,33.546556,-117.694465,825000,800000,398,2010,37,02-05-2019,3,3,Westhill (RNW),LNLAK - Lake Area,Julie Hile,Marisa Whitaker,Superior Real Estate Network,Regency Real Estate Brokers
Laguna Niguel,28484 Via Reggio,33.548673,-117.699114,809900,795000,346,2298,42,02-05-2019,2,4,Reggio (REG),LNLAK - Lake Area,Linda Birck,Deborah Crockett,Pacific Sotheby's Int'l Realty,First Team Real Estate
San Clemente,365 Calle Borrego,33.452213,-117.653662,609000,605000,406,1490,18,02-05-2019,2,3,Mira Costa Villas (MC),SN - San Clemente North,Devin Doherty,Jacqueline Valdez,Keller Williams Realty,"Luxre Realty, Inc."
Newport Coast,6 Pacific Winds,33.602586,-117.807531,2999999,2900000,870,3333,97,02-06-2019,4,4,Belcara (PRBC),N26 - Newport Coast,Heather Saito,Mehdi Khosh,Villa Real Estate,Berkshire Hathaway HomeService
Laguna Beach,1660 Thurston,33.542658,-117.769342,2450000,2237500,1254,1784,26,02-06-2019,2,2,Temple Hills (TH),LV - Laguna Village,Diane Cannon,Sylvia Ames,Berkshire Hathaway Home Service,Compass
San Clemente,132 La Esperanza,33.430406,-117.612103,1250000,1300000,399,3258,373,02-06-2019,1,3,Other (OTHR),SC - San Clemente Central,Anthony Mazeika,Ross Helmick,Realty One Group Inc,Realty One Group Inc
San Clemente,1206 Via Visalia,33.444624,-117.596924,849000,835000,334,2500,213,02-06-2019,2,4,Brisa Del Mar (BDM),RS - Rancho San Clemente,Mark Paulson,Craig Delahooke,Berkshire Hathaway Home Service,Berkshire Hathaway HomeServices
Newport Beach,22 Linda,33.612044,-117.902129,9995000,9500000,1965,4835,2,02-07-2019,4,4,Linda Isle (LIND),N9 - Lower Newport Bay - Balboa Island,Katrina Smith,Annie Clougherty,Pinpoint Properties,Compass
Corona del Mar,2730 Seaview,33.597772,-117.876214,3795000,3795000,1509,2515,1,02-07-2019,3,5,Corona del Mar South of PCH (CDMS),CS - Corona Del Mar - Spyglass,Casey Lesher,Casey Lesher,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Newport Coast,12 Talmont,33.607995,-117.809031,971000,980000,593,1653,85,02-07-2019,1,2,Ziani (ZANI),N26 - Newport Coast,Angela Creech,Louise Stuart,Redfin,Pacific Coast Realty Group
San Juan Capistrano,31191 Casa Grande,33.509576,-117.649717,899999,904000,341,2651,53,02-07-2019,3,4,Belford Terrace (BT),OR - Ortega/Orange County,Emily White,Amy Gardiner,Keller Williams Realty,Coldwell Banker Res. Brokerage
San Juan Capistrano,25512 Via Inez,33.490525,-117.684311,838000,813000,479,1697,59,02-07-2019,2,3,Capistrano Heights (CHT),DO - Del Obispo,Kacey Taormina,Timothy Schenkenberger,Compass,First Team Estates
San Juan Capistrano,33051 Commodore,33.482823,-117.683098,549900,525000,366,1434,128,02-07-2019,1,3,Mariner Village (MVL),DO - Del Obispo,JOY CROSS,Mitchel Bohi,RE/MAX MASTERS REALTY,Forbes & Associates
Laguna Beach,130 Irvine Cove,33.557232,-117.813642,7550000,7550000,1211,6235,0,02-08-2019,5,5,Irvine Cove (IC),NL - North Laguna,Tim Smith,Tim Smith,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Newport Beach,1227 Sussex,33.629209,-117.90332,3095000,2925000,1065,2746,7,02-08-2019,3,4,Westcliff West (WCDW),N7 - West Bay - Santa Ana Heights,Tammy Keilch,Nicole Christopherson,Villa Real Estate,NMC Realty Inc.
Newport Beach,1717 Port Manleigh,33.621401,-117.859816,1845000,1725000,800,2156,89,02-08-2019,2,4,Harbor View Homes (HVHM),NV - East Bluff - Harbor View,Casey Lesher,HUAYING WEI,Coldwell Banker Res. Brokerage,"HomeSmart, Evergreen Realty"
Corona del Mar,123 Jasmine Creek,33.606975,-117.865331,1550000,1500000,785,1911,170,02-08-2019,2,2,Jasmine Creek (JASC),CS - Corona Del Mar - Spyglass,Suzanne Wyrick,Kristi Wright,Wyrick & Associates Real Estate,Kristi Wright Real Estate
Newport Beach,2315 Fairhill,33.649351,-117.894912,1375000,1282125,485,2644,127,02-08-2019,3,4,Cherry Lake Area (UBCL),N7 - West Bay - Santa Ana Heights,Timothy Carr,General NONMEMBER,Villa Real Estate,NONMEMBER MRML
San Clemente,13 Via Abajar,33.473203,-117.601935,899000,899000,358,2511,85,02-08-2019,2,4,San Lucar (SANL),TL - Talega,Doug Echelberger,Bill Conrad,Pacific Sotheby's Int'l Realty,Conrad Realtors Inc
Laguna Niguel,29491 Pointe Royale,33.534778,-117.705093,879000,860000,394,2183,119,02-08-2019,2,4,Fieldstone Collection II (FC2),LNLAK - Lake Area,Liz Hansche,Jeff Gray,Berkshire Hathaway Home Service,Keller Williams Realty
Laguna Niguel,24481 Kings View,33.535384,-117.702465,799000,775000,456,1700,23,02-08-2019,2,4,Fieldstone Collection II (FC2),LNLAK - Lake Area,Gina Strane,Susan Bartow,"Realty National, Inc",Harcourts Prime Properties
Laguna Niguel,23292 Cheswald,33.529845,-117.72313,799000,772000,362,2133,94,02-08-2019,3,4,Crown Valley Highlands I (CV1),LNSMT - Summit,Rich Encinas,Tim Smith,First Team Real Estate,Coldwell Banker Res. Brokerage
Laguna Niguel,13 Patra,33.514281,-117.706003,749900,749000,496,1510,83,02-08-2019,2,3,Terracina (MH Niguel South) (MHT),LNSLT - Salt Creek,Tracey Fullenkamp,Ramin Ghazi,First Team Estates,Realty One Group Inc
San Juan Capistrano,33111 Southwind,33.481995,-117.680721,575000,550000,384,1432,98,02-08-2019,2,3,Mariner Village (MVL),DO - Del Obispo,David Csira,Dan Raphael,Csira Properties,Coldwell Banker Res. Brokerage
Newport Beach,2 Rue Saint Cloud,33.622945,-117.873756,3195000,3000000,742,4043,8,02-11-2019,3,3,Big Canyon Deane (BCDN),NV - East Bluff - Harbor View,Natalie Raney,Mary Ellen Weglarz,Villa Real Estate,Villa Real Estate
Laguna Beach,420 Ashton,33.522265,-117.760304,2495000,2425000,880,2756,54,02-11-2019,3,4,Upper Victoria Beach (UVB),LV - Laguna Village,Michael Johnson,Patrick Dailey,Compass,Realty One Group Inc
Newport Beach,2404 Cliff,33.620641,-117.919677,2650000,2125000,1468,1448,9,02-11-2019,2,3,Newport Heights (NEWH),N6 - Newport Heights,Ingrid Yankauskas,Brian Liberto,Coldwell Banker Res. Brokerage,Coldwell Banker Res. Brokerage
Newport Coast,3 Bridgeport,33.608862,-117.837986,2299999,2100000,698,3009,106,02-11-2019,3,4,Pointe (NRPT),N26 - Newport Coast,Kristin Halton,Gustavo Friera,Coldwell Banker Res. Brokerage,Smart Equity Realty Inc
San Clemente,40 Camino Katia,33.438224,-117.591963,1099000,1070000,494,2166,101,02-11-2019,2,3,Pacific Shores (PAS),RS - Rancho San Clemente,Scott Kidd,Jimmy Reed,Berkshire Hathaway Home Service,Re/Max Coastal Homes
San Clemente,117 Avenida San Gabriel,33.415695,-117.599271,969900,875000,313,2796,58,02-11-2019,3,4,Other (OTHR),SE - San Clemente Southeast,Bonnie Lagrasso,Jacob Snavely,"Miles Farquhar, Broker",Berkshire Hathaway HomeService
